date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
10:54:35	11247/11247	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20Dec%202020%2009:54:18%20GMT	https://www.go2ubl.com/en/contact	C:/My%20Web%20Sites/yourubl/www.go2ubl.com/en/contact.html	(from https://www.go2ubl.com/en)
10:54:36	20278/20278	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20Dec%202020%2009:54:19%20GMT	https://www.go2ubl.com/EN?id=5	C:/My%20Web%20Sites/yourubl/www.go2ubl.com/ENd61c.html	(from https://www.go2ubl.com/en)
10:54:37	20277/20277	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20Dec%202020%2009:54:20%20GMT	https://www.go2ubl.com/EN?id=4	C:/My%20Web%20Sites/yourubl/www.go2ubl.com/ENdcfd.html	(from https://www.go2ubl.com/en)
10:54:38	12613/12613	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20Dec%202020%2009:54:21%20GMT	https://www.go2ubl.com/de/Wie-funktioniert-es	C:/My%20Web%20Sites/yourubl/www.go2ubl.com/de/Wie-funktioniert-es.html	(from https://www.go2ubl.com/de)
10:54:39	8625/8625	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20Dec%202020%2009:54:22%20GMT	https://www.go2ubl.com/de/Wie-funktioniert-es/die-app	C:/My%20Web%20Sites/yourubl/www.go2ubl.com/de/Wie-funktioniert-es/die-app.html	(from https://www.go2ubl.com/de)
10:54:40	13358/13358	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20Dec%202020%2009:54:22%20GMT	https://www.go2ubl.com/de/Wie-funktioniert-es/ubbelen	C:/My%20Web%20Sites/yourubl/www.go2ubl.com/de/Wie-funktioniert-es/ubbelen.html	(from https://www.go2ubl.com/de)
10:54:41	10621/10621	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20Dec%202020%2009:54:23%20GMT	https://www.go2ubl.com/de/Wer-ist-go2UBL	C:/My%20Web%20Sites/yourubl/www.go2ubl.com/de/Wer-ist-go2UBL.html	(from https://www.go2ubl.com/de)
10:54:41	19480/19480	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20Dec%202020%2009:54:24%20GMT	https://www.go2ubl.com/de/Integration	C:/My%20Web%20Sites/yourubl/www.go2ubl.com/de/Integration.html	(from https://www.go2ubl.com/de)
10:54:42	38297/38297	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20Dec%202020%2009:54:25%20GMT	https://www.go2ubl.com/de/Preise	C:/My%20Web%20Sites/yourubl/www.go2ubl.com/de/Preise.html	(from https://www.go2ubl.com/de)
10:54:44	53208/53208	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20Dec%202020%2009:54:26%20GMT	https://www.go2ubl.com/de/FAQ	C:/My%20Web%20Sites/yourubl/www.go2ubl.com/de/FAQ.html	(from https://www.go2ubl.com/de)
10:54:44	11330/11330	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20Dec%202020%2009:54:27%20GMT	https://www.go2ubl.com/de/contact	C:/My%20Web%20Sites/yourubl/www.go2ubl.com/de/contact.html	(from https://www.go2ubl.com/de)
10:54:45	20834/20834	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20Dec%202020%2009:54:28%20GMT	https://www.go2ubl.com/DE?id=5	C:/My%20Web%20Sites/yourubl/www.go2ubl.com/DEd61c.html	(from https://www.go2ubl.com/de)
10:54:46	20833/20833	---M-Z	200	added ('OK')	text/html	date:Wed,%2030%20Dec%202020%2009:54:29%20GMT	https://www.go2ubl.com/DE?id=4	C:/My%20Web%20Sites/yourubl/www.go2ubl.com/DEdcfd.html	(from https://www.go2ubl.com/de)
10:54:46	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224c212bc963d3d41:0%22	https://www.go2ubl.com/Assets/Scripts/Bootstrap/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/yourubl/www.go2ubl.com/Assets/Scripts/Bootstrap/fonts/glyphicons-halflings-regular.eot	(from https://www.go2ubl.com/Assets/Scripts/Bootstrap/css/bootstrap.min.css?v=3.4.0)
10:54:47	20127/20127	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%224c212bc963d3d41:0%22	https://www.go2ubl.com/Assets/Scripts/Bootstrap/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/yourubl/www.go2ubl.com/Assets/Scripts/Bootstrap/fonts/glyphicons-halflings-regulard41d.eot	(from https://www.go2ubl.com/Assets/Scripts/Bootstrap/css/bootstrap.min.css?v=3.4.0)
10:54:47	18028/18028	---M--	200	added ('OK')	font/woff2	etag:%2216b2cc963d3d41:0%22	https://www.go2ubl.com/Assets/Scripts/Bootstrap/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/yourubl/www.go2ubl.com/Assets/Scripts/Bootstrap/fonts/glyphicons-halflings-regular.woff2	(from https://www.go2ubl.com/Assets/Scripts/Bootstrap/css/bootstrap.min.css?v=3.4.0)
10:54:47	23424/23424	---M--	200	added ('OK')	font/x-woff	etag:%2217e42bc963d3d41:0%22	https://www.go2ubl.com/Assets/Scripts/Bootstrap/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/yourubl/www.go2ubl.com/Assets/Scripts/Bootstrap/fonts/glyphicons-halflings-regular.woff	(from https://www.go2ubl.com/Assets/Scripts/Bootstrap/css/bootstrap.min.css?v=3.4.0)
